review,placeid
"I have never had a flight that arrived or left this airport on time. I've gotten hosed flying through multiple times with planes not even showing up, and they overbook like crazy so if you're not super early you can get kicked. Everything is criminally expensive, and the staff at the shops hardly speak English and are for the most part extremely rude. The janitorial staff seems far more interested in yukking it up with each other than keeping the airport clean, oh and half the stalls in the bathrooms are fucked up and either don't close, don't lock, or have no door at all. I do my very best to avoid flying through this airport.",ChIJ82J3aie0D4gRS61ZAgdHF1E
Absolute Zoo. Took an hour to get thru the TSA check point. Hope I never have to travel thru that airport again..,ChIJ82J3aie0D4gRS61ZAgdHF1E
"Horrible TSA officer at Terminal one of United. I came one hour ahead of time but the security check line was very long. After forty minutes I was quite worried and asked an office named Zacunn***(i couldn't catch his full name). He sarcastically replied me with very unpleasant manor, ""the airport has been top three busiest airport for last xx years. You gonna be kidding me of only be here one hour ahead of time"" and walked away. I was shocked by how rude this staff member is. ",ChIJ82J3aie0D4gRS61ZAgdHF1E
"While security was packed, TSA agents moved people quickly and amicably. There are plenty of good options for dining, books and things for kids. The bathrooms were spotless. There were no delayed flights I saw, and there were numerous flights landing and taking off and traffic control kept everyone moving.",ChIJ82J3aie0D4gRS61ZAgdHF1E
"I came to the Queen Mary with my wife and mother in law. We got tickets for the haunted tour where they took us down to the engine room where people had died an accident and we got the story along with sound and smoke effects. It was an enjoyable, if not short, tour. The ship itself is beautiful with long hallways and ornate decorations. You can truly feel the history when you're inside of it. We didn't stay in any of the rooms, although we met my brother in law in a room he was staying, and it was very nice. My only piece of advice would be for taller people like me, to watch your head in the hallways.",ChIJlWtAnNgw3YARNP74lzYz21U
Excellent customer service at the Queen Mary enjoy having dinner at the Sir Winston and also at the Chelsea for lunch love their seafood overall I give the Queen Mary a five star place to stay and indulge and enjoy. Thank You Sonny for your excellent knowledge of the Queen Mary in guiding us and being such a great gentleman. Also the whole crew thank you again for an excellent experience.,ChIJlWtAnNgw3YARNP74lzYz21U
"The Queen Mary is located in the Port of Long Beach in close proximity to the cruise ship terminal. We stayed overnight in a family stateroom on B deck on the starboard side towards the after end of the ship.The ship the onetime star of the Cunard line luxury ships is rich in history and still maintains the service that it was famous for.The room was clean and spacious and surprisingly quiet.The staff was terrific in attending to our request for a tour of the ship and facilitating our tickets for a special event. The Dark Harbor Halloween event. We thoroughly enjoyed our stay there and plan to attend again in the future.
",ChIJlWtAnNgw3YARNP74lzYz21U
"This place is a rip off, the room rates are within reason, but they price gouge you for everything else. First you're going to get ripped off with parking (20 dollars a night). Then there's the food... The food is ridiculously over priced, yet it's nothing I'd write home about. The 20 dollar breakfast buffet is no better than the average food quality you'd get at any given Country Kitchen's 9 dollar breakfast buffet.... The 18 dollar spaghetti and meatballs was a joke, one ladle scoop of noodles in some cheap processed tomato sauce, and cheap processed meatballs, and that was it, no sides, no garlic bread, no nothing. The Navy has better food than the over priced garbage they're slinging on this ship, it's highway robbery. Go to a regular hotel that doesn't price gouge their guests, and drive these crooks out of business. I am so pissed at myself for booking a stay at this place.",ChIJlWtAnNgw3YARNP74lzYz21U
"Great hotel! You really feel immersed in 1936 when the ship made its first crossing to New York. It was amazing to see the ship be almost original to its time period. You can walk around the different decks and see and feel the history. The tours of the ship were great too! My mom and I did a Glory Days tour with James - he is phenomenal! This hotel is truly an experience.
The rooms and bathrooms are old, but historical, and very comfortable. The food on ship is good, but very expensive. There is free city bus that comes directly to the Queen Mary and goes to the Shoreline Village (which is a great place to eat and walk around). The bus is great because there is no other food in the area, except on the ship or at Shoreline Village or the Pike.",ChIJlWtAnNgw3YARNP74lzYz21U
"The airport is nice and clean. There is a lot of walking needed to get around in Terminal E, but that's fine. I truly despise places that don't offer free WiFi like this airport. I'm sure there are some restaurants here that offer it but the one I'm sitting in now does not. The number one way to kill time is to browse the Web IMO but now I need to pay for a membership to do so. I'm currently giving JFK this review using their 30 minute  complimentary WiFi access! Make the Internet free and this airport would get my five star review.",ChIJR0lA1VBmwokR8BGfSBOyT-w
"Found Jfk no problem at all, had delay on take off time but still got back to LHR on time? Staff were very helpful and look forward to visiting again. NYC a great experience , if you have'nt been to NYC it's well worth the visit! ",ChIJR0lA1VBmwokR8BGfSBOyT-w
In 06 We missed our flight and got to sleep a night in the halls of the Airport lol. Back in the old days man. It is a huge place . Great ready,ChIJR0lA1VBmwokR8BGfSBOyT-w
"I spent a wonderful and a great time was one of the best airports that I have visited before and it was the best characteristics of customer service is the most important thing I liked the order and cleanliness was the piece something amazing and I'll never forget the great American lines that take care of passenger comfort really was John F. Kennedy Airport the best airport I visited him from Before O'Hare Airport, and also to offer him all my love and my pride Thanks.",ChIJR0lA1VBmwokR8BGfSBOyT-w
I had such a good experience at this spa during a 3 hour layover. I got the gel mani and express pedi treatment with a person whose name I think was Iris. She was lovely and did a great job. The spa is very clean and professional. What a great way to kill time!,ChIJR0lA1VBmwokR8BGfSBOyT-w
"If any of you guys are looking for dirt cheap hotel deals I would check out HotelRaven. Com I saved a ton of money using that site. 

This is my new favorite hotel in Vegas. We had a great time with a very comfortable room. Staff are very friendly and the pool is a sight to behold. I didn't do the Bare as I read it's expensive and not worth it but the free pool is huge and well kept. 

A big shout out to the dealers there. Very friendly and helpful to the customers. This hotel does understand what customer service is. We are already planning our next trip here. ",ChIJdyyk8BXEyIARY72Zdyqd_m0
"We are staying in the Mirage for a conference and all in all the stop has been lovely. There are a few small problems like the WiFi takes a few tries to collect and the walk to the conference rooms is sorta long but other than that it's been great. Our rooms are lovely and it's easy to get around  and find places in the hotel. Also while the buffet is kinda expensive, the food is great!",ChIJdyyk8BXEyIARY72Zdyqd_m0
"Having stayed several places in Las Vegas, the Mirage is our favorite.  The room was spacious and well equipped with technology. I really liked the easy tv plug-ins for attaching external media devices. The hotel location is in short walking distance to other must see attractions and the staff is friendly and helpful.  My wife loved the beds, pillows and sheets. A great place to stay. ",ChIJdyyk8BXEyIARY72Zdyqd_m0
"This is my new favorite hotel in Vegas. We had a great time with a very comfortable room. Staff are very friendly and the pool is a sight to behold. I didn't do the Bare as I read it's expensive and not worth it but the free pool is huge and well kept. 

A big shout out to the dealers there. Very friendly and helpful to the customers. This hotel does understand what customer service is. We are already planning our next trip here. ",ChIJdyyk8BXEyIARY72Zdyqd_m0
"When I arrived on the 6th things seemed to be going well. I attempted an early check-in but my room wasn't ready yet. Understandable as I was 2 hours early. I was told I would receive a text message with my room number once everything was ready.

I took some time to check my bags with their complimentary luggage service and I ran some errands. I returned around 3:00 pm expecting to receive a text any minute with my room number. I waited a while more and then went to the front desk to see why my room wasn't ready.

The front desk clerk told me my room wasn't ready yet. I had urgent business at 4:30 pm so I expressed this concern and the clerk was able to get me into a room. This was the first problem. My room wasn't ready on time.

I was given a room on the third floor with a scenic view of the room and air conditioning units. Second problem was a crappy view.

I went about my business for the rest of the day. The following morning (on the 7th) I notified the front desk about my door. The door handle is hard to open requiring a significant push and loud crunching noise. I expected this to be fixed by the time I returned late that evening. The door handle is still difficult to open.

The most recent problem happened today the 10th. Housekeeping left the top of a spray nozzle laying across our toothbrushes. This nozzle is from a cleaning bottle and we have no idea what was in the bottle. If they hadn't left the bottle we might have ended up ingesting some kind of poison.

Will most likely choose a different hotel next time.",ChIJdyyk8BXEyIARY72Zdyqd_m0
"We have travelled too many airports all over US and Canada. We have never experienced the goat f**k of finding the car rental place at this airport as a drive up customer . We did not arrive at the airport but we wanted to rent a car from the airport so that we could easily return it to the airport when we left. There are absolutely no signs that say 'car rental',  there are only signs for car rental return. The address given for the car rental hub does not come up on Google Maps or another app we tried to use. Our driver spent the an hour driving around the airport (and around and around) and the interchanges and in the neighborhood surrounding the airport. It was absolutely terrible. It could have been made so easy by having the sign say  ""car rentals AND returns"".",ChIJ7wzsxeFSwokRhvLXxTe087M
"** DO NOT BRING CASH** 
All the bars only take card! You have to order everything on tablets (computer) so there is minimum interaction with the staff which is really a shame as for the most part everyone we spoke to was very helpful. We were advised by the Unite information desk that we could purchase a ""pre paid debit card"" and just put our cash into that which wasn't at all the case. This was of course after being advised in the first instance ""well we live in a digital age""
Ordering food at the food court was for the most part chaotic and again had to be ordered on a tablet. Again the staff were very helpful but we amoung the majority who had no clue how things worked. 
I tried twice to pay at two of the very limited cash points in the food court and neither machine would take my money. I have to say the staff and management dealt with this very well and the manager was very helpful and was kind enough to give me a free drink as compensation for the hassle. 
I would avoid this airport at all costs although I must say the staff were lovely (shame it seems like the idea is to get rid of them and replace with computers) and the train link is really very good and efficient. Much cheaper than taking a taxi! ",ChIJ7wzsxeFSwokRhvLXxTe087M
"Absolute WORST TSA experience ever. I am a frequent traveler and have been to many airports and never have I experienced anything like this. Not only was the priority boarding/Pre-TSA line longer and slower than normal security, the TSA team was screaming and yelling and each other in addition to yelling at me and several other flyers in line. Not to mention the fact that the majority of the people in this line including myself were late for boarding and many of us nearly missed our flights. 

The lack of professionalism at this airport is insane. It is chaotic, there is no order, tons of confusion, and every time we asked for help or assistance we were met with a f**k you attitude and chastised.  ",ChIJ7wzsxeFSwokRhvLXxTe087M
"How can airports be better? EASY! Better roads & signs! All you need is a road for Terminal A, Terminal B, Terminal C, Parking & Exit. How hard is that? No connecting roads where you start off at the right when you come in & immediately have to get to the left, so you cut people off, & vice versa. Who designs these roads?!",ChIJ7wzsxeFSwokRhvLXxTe087M
"Arriving on a United Flight late evening (11:30 PM) with two small children from San Francisco we waited 45 minutes for the bus. When I asked the ticket man why there was no bus as promised every half an hour, his answer was : The bus was standing in front of us and we did not board. This was flat out a lie!!! Three other people did not want to wait so long and took taxis. We have a 3 year old and a five year old and would not take a taxi for security reasons. I think the conductor is working a sideline with the small bus service that approached us to drive us for $ 26.00 per person to New York City. ",ChIJ7wzsxeFSwokRhvLXxTe087M
"Super busy airport, but lots of places to eat and sit while waiting for your flight. There's also plenty of plugs in every aisle which is very helpful. 

I love the little art exhibit in Terminal 3. Really helps to pass the time. Also, make plans to bring home some of that fabulous sourdough bread from Boudin.",ChIJVVVVVYx3j4ARP-3NGldc8qQ
"I was traveling this morning with my family from SF to DC. The morning was already a little stressful while towing along 4 children about 6am when we got to the security checkpoint. A man whose name I was told is Al, was extremely rude. My husband used the electronic tickets on his phone, and for some reason it would not show my youngest daughters lap ticket. He started with an attitude like I was stupid saying that human trafficking happens all the time etc. while we were trying to figure out what we needed to do he was impatient and would not answer any questions. I said she has a ticket my husband will run and get it - meanwhile I am already annoyed by his no reason attitude - I asked if my children and I could wait off to the side until my husband got back with the ticket so we didn't have to fight with the kids to go all the way back then back again with all our luggage. He said no, you can not stay right here, this isn't a hotel. At that point I'm looking at him with a WTF stare because I am so baffled by his demeanor and what he said...especially the way he was acting as an airport employee and in front of my children. He stares right back at me with a jerk stare and smug smile... I said you could be a little more accommodating or nicer and he shrugged without breaking that smug stare and muttered a few other rude things I can't recall. He made me very upset. I still can't believe the way we were treated by him. I was so offended...is this normal behavior of an airport employee in SF? I've flown through many airports and was never treated so crudely. It left a really bad taste in my mouth on my first time flying out of SF. ",ChIJVVVVVYx3j4ARP-3NGldc8qQ
"One of the most conveniently located and comfortable airports in the world. The airport has a variety of facilities for the convenience of passengers, including a large number of eateries, bars, cafes and restaurants, shops, luggage storage, public showers, medical care, recreation room for passengers and their families.",ChIJVVVVVYx3j4ARP-3NGldc8qQ
"Love this airport. Fast wifi, very clean bathrooms and from what I could see efficient and pleasant staff.  YYZ you could learn a lot from this place!",ChIJVVVVVYx3j4ARP-3NGldc8qQ
"Not a hateful airport when compared to others. The TSA agents were friendly, and the lines moved quick. They are under construction in most of the terminals, but some of the finished products are spectacular",ChIJVVVVVYx3j4ARP-3NGldc8qQ
"The house is so much better than I could have expected. Thanks for letting us see the beautiful ideas she had. What an awesomely inspiring women, so ahead of her time. Sarah was a genius ",ChIJjzp2WN7Kj4ARZu9lBAGmS2Q
"One of the few ""historical"" places in the area, although it's been renovated and Disneyland-ified quite a bit. Entrance is very expensive for what you'll see (~$40). The guided tour was OK, but you can see they're in a rush and give the same speech and jokes to everyone, 10 times a day. No pictures inside (for $40, what did you expect).

They're isn't much ""mystery"", it's just an old lady with no architecture experience who designed a home as she was living in it. Not much consistency, a lot of mistakes, but an interesting result nonetheless.",ChIJjzp2WN7Kj4ARZu9lBAGmS2Q
Interesting; quirky.  Fun place to see.  The tour guides are knowledgeable.  Their script includes too many attempts at humor that's only mildly funny and rather unnecessary.  The history and facts are interesting enough to stand on their own.,ChIJjzp2WN7Kj4ARZu9lBAGmS2Q
"My husband and I visited the Winchester mansion today August 22, 2015. I'm writing this review to let everyone know that at $36 per person, this could be accurately categorized as a royal rip off. 
The tour lasting approximately 65 minutes, was like taking a tour of a construction site. I feel like the people who bought this house to allow the public to see the madness Mrs Winchester suffered, are suffering themselves from insanity by thinking that this is entertainment or interesting.
I have toured old homes before and as I did, I felt a strong respect for my surroundings. This place is a big joke. Most of it is not roped off allowing the public to put their hands all over everything. Some of the mars in the interior are obviously from visitors completely disrespecting this house by touching the walls and counters, doors and cabinets. Most of it is in shambles with the majority of the rooms being totally empty. The ones which are not, are filled with furniture which was never owned by Mrs Winchester. It is more than apparent that the current owners of the Winchester mansion are not interested in preserving the massive mansion but only interested in stealing money from they public by claims of odd construction, (which there is but not to the extent portrayed on the website).
Her ""favorite niece"" should be ashamed of herself for allowing this mockery of the family name.
The one enjoyable part of this place were the grounds. Beautifully kept, they are an enticing facade to a disappointing mess inside! People read reviews for a reason, to see others' opinions of a product etc. If a couple post negative reviews, i feel they could just be negative people. But many people said the same thing i experienced today. I wish I had listened to the many people who feel the same way as we do. We'd be $72 richer.

",ChIJjzp2WN7Kj4ARZu9lBAGmS2Q
"I went a few years back.. and Tbh it was rather boring. you could tell the tour guides were in a rush and it was obvious they have done the speech a thousand times. if you haven't been here I suggest you definitely go at least once, it's worth checking out. ",ChIJjzp2WN7Kj4ARZu9lBAGmS2Q
"Hoooooorrible service from rude and lazy workers. Lack of clear signs and the immigration and ""customs"" lines were terrible. I'll do my absolute best to never ever fly though this terrible airport ever again....even if it means changing my vacation plans. It's not worth going through this airport. The head staff of Houstons airport should be ashamed of themselves and their staff. ",ChIJx1VD2SO0QIYRMcLAyPy0xpw
"This has to be the most unprofessional airport ever! We had to fly here in order to get home via United. United was great. But the airport was terrible. The TSA officers there are rude, sarcastic, and mean. The one directing us to get in line was throwing comments how ""we can't follow instructions"" ""we're losing their time"". The lady working the x ray where our bags passed by had the biggest attitude ever. She gave smirks and spoke under her breath. And all the officers there were joking around and laughing while doing their job! Like the security of our country is in your hands show some professionalism and some seriousness! Off to luggage.. The guys are the luggage didn't even look like they worked there. They had normal causal clothes, and they didn't even know what they were doing. I had asked them where I should put it and he responded ""oh man I don't know"" and walked away laughing. Then some other guy directed us to a luggage line. When I got there that lady was worse. When I asked her a question about the line she just pointed to the board. She looked pissed, bored, and like she just didn't care. That's when everything ended and we got on our plane to Philly. Houston Airport needs to step up their game. Their employees are a joke. If they need to be taking seriously they need to hire professional people. This all happened to be when I flew in from Guadalajara Mexico to Houston on Jan 5, 2015 via United. I arrived around 5 pm. We're planning on going to Mexico and our family is stopping in Atlanta. Houston was a terrible experience, especially for us who were first time flyers!!",ChIJx1VD2SO0QIYRMcLAyPy0xpw
Worst travel experience ever. Indifferent TSA staff about connectiob needs. Indifferent about supporting parents with small kids. Indifferent immigration staff. They are not showing the great face to the U.S. To the great country the U.S. Is. People just do not make connections. We had to run. Totally unacceptable ,ChIJx1VD2SO0QIYRMcLAyPy0xpw
Terrible! Horrible! Lousy signage confusing and cluttered. ,ChIJx1VD2SO0QIYRMcLAyPy0xpw
"Terrible!  Connected through IAH after international flight from Japan.  The entire process through customs was one of the most inefficient processes I have ever seen.  Long lines, workers standing idle watching, passengers frustrated about missing connections going completely unheard, and worst of all - total rudeness and lack of respect & awareness in the security section.  I am from the Houston area, this experience made me ashamed to tell that to anyone coming through this airport.",ChIJx1VD2SO0QIYRMcLAyPy0xpw
Had a trip to NYC June 7th 2015 Great job team! Thanks a lot for saving my trip. On the way back the driver sent me a text with detailed explanation how to locate the car. Excellent service and reasonable price - strongly recommend.,ChIJN0na1RRw44kRRFEtH8OUkww
"Logan is outdated, inefficient and requires customer service 101.  The international arrival process through customs is particularly unbearable because you are jet lagged and have to wait in a line to queue up for another three lines before you can make it to an exit for the baggage calim and bathroom.  Heaven forbid someone walks off with your luggage because no one verified baggage tags with ticket holders.  ",ChIJN0na1RRw44kRRFEtH8OUkww
"I hate Logan because it is probably the least-safe that I ever feel at an airport.  The security is an absolute joke.  You would think that they would take things a bit more seriously.  When you don't have TSA even look at you (consistently) when you give them your ID, it's a bit scary.",ChIJN0na1RRw44kRRFEtH8OUkww
"I frequently pick up family and friends at the Logan Airport Terminal E. For the past 3 visits to the airport, I've had to wait due to flight delays and I needed to use the restrooms. Oh no! It's impossible to find a clean stall, they are not properly maintained. 
I notified the Airport information desk nearby to see if they could send someone to take care of it, they didn't seem to care and did nothing. 
After flying into Logan and before driving off almost everybody makes a stop to the restroom, what a great first impression of our beautiful country. Come on Logan airport. Please keep Terminal E Arrival restrooms tidy.
I wanted to contact the airport, or Massport but finding a contact email was impossible.",ChIJN0na1RRw44kRRFEtH8OUkww
"I frequently travel to and from Logan from Canada and this has largely coloured my experience of this airport. If you fly in on Porter look forward to a long delay waiting at immigration (over an hour and a half in one case though that was before I got NEXUS), if you fly on Air Canada things are seamless enough on the way in but on your way out be aware that the gates (B1,2,3) are separate from the gate area for the rest of the terminal.

This means among other things once you go through security for these gates there are no food options other than a very basic coffee cart type setup which more often than not is out of food and typically serving up coffee that has been sitting there for hours. The area is also quite small and becomes extremely crowded in the late afternoon/evenings when most people are flying out - it also gets very hot in there. There is also only the one small bathroom to cater to the hordes of people in here (1 urinal and 1 stall in the men's, based on where they are situated I can't imagine the women's bathroom is any larger).

Possibly the most frustrating thing about this situation is knowing that the other gate area for the US domestic flights from this terminal is right next door and has plenty of food options but you can't get to it using a ticket associated with the Air Canada gates. Additionally for those with AIr Canada or star alliance status there is a United lounge at Logan but, you guessed it, you can't get to that either. There is some desk space with power to setup a laptop and/or charge your devices but due to the crowding getting access to these is hit and miss.

All in all there is not much you can do about any of this if you want to get from Boston to Toronto, Ottawa, or Montreal (as I mentioned above the Porter option has its downsides as well) but the one recommendation I would give people is do not pass through security to the gates until you have to. In the non-airside portion of the terminal there are at least *some* food options (albeit primarily a Starbucks, Dunkin Donuts, and a fairly ordinary restaurant called Oasis), larger washrooms if you want to freshen up, and at least some space to move around.

I did see a claim in an earlier review that there is work underway to address some of these issues at Logan but to be honest I haven't seen any indication of this in the couple of years I've been travelling in and out of this airport and can't imagine how they would do anything about many of them without investing in a full re-design and renovation of this end of the terminal or Air Canada moving to another location in the airport entirely. Oh and as I am forced to switch to tethering data from my phone to post this I'm reminded that I almost forgot, the Boingo wifi absolutely sucks (and this is after choosing the paid option). I'm not sure if this specific to Terminal B or more general but I've used it both air-side and pre-security and never had much luck with it.",ChIJN0na1RRw44kRRFEtH8OUkww
Top notch hotel! Beautiful decor tastefully done. Parasol Down bar with hourly 'show' from about 7.30pm. Casino nicely spaced and gaming Croupiers very helpful. Restaurants and bars plentiful. We stayed in a room overlooking the golf course (our choice) - the rooms are large and luxurious with electronically controlled draperies including blackout and very well equipped. The pool area also very nice. My husband played the golf course which he said was well worth the money and the caddy was very helpful and knowledgeable. The down side? None that I can think of! Would definitely recommend and definitely return.,ChIJlYYq3iLEyIAR7W-7y3M7wbE
Always a fantastic Hotel Resort Casino to visit. Great restaurants. Super staff and beautiful golf course. The rooms are amazing.  Looking forward to my next trip back.,ChIJlYYq3iLEyIAR7W-7y3M7wbE
"Decor is gorgeous and very but service is the worst of any 5-star hotel. I took my parents here and we had to wait in line for 20mins just to check in. Also, they didn't bother coming by to service our room. At 2pm I had to notify service room, and by 3:30pm, they still weren't there yet. At that time, I had to call Front Desk and Housekeeping before someone came by our room. Don't waste your money, I'm not bringing any of my guests here ever again. I would rather stay at any 5-star hotel here in Las Vegas and receive much better service. 

Management of this hotel should be held to higher standard because they obviously failed here.",ChIJlYYq3iLEyIAR7W-7y3M7wbE
"This is an amazing and beautiful place. Everything is clean, well maintained and everyone is very helpful.  I haven't had any problems with floor nose like I have in other hotels in Vegas",ChIJlYYq3iLEyIAR7W-7y3M7wbE
"I'm a local, and write this with the hope that somebody who reads it might actually have the power to change things. I love the Wynn properties and wish they would stop doing things to alienate good customers.

I played poker there pretty much daily starting with the opening of the room a decade ago. Somewhere around 2009 the staff became brutal and antagonistic, presumably due to the economy and firings, etc. A lot of locals (me included) left for other cardrooms and the Wynn poker room became a ghost town.

Fast forward to this year. After several years of playing mostly at Aria, I decided to give the Wynn another shot. Pleasant surprise: the staff is now excellent and friendly. But here's where the trouble starts.

At any other property in Vegas, there is either dedicated motorcycle parking, or you can park in the weird in-between spots that won't fit a car. Wynn offers neither, and ridiculously threatens to tow you if you park a motorcycle in striped areas. This despite the fact that you're doing them a favor and not taking up a car space!

For my own part, I don't like parking in a wide open space because the bike is highly visible to thieves. I tried to speak to security about the issue; they had me fill out a form and then never called me back. Surprise: two weeks later my motorcycle gets stolen. Never so much as an acknowledgment from the Wynn.

Maybe at some point the Wynn will decide its efforts are better spent protecting good customers instead of hassling them and ignoring them. In the meantime I'll be parking and playing elsewhere.",ChIJlYYq3iLEyIAR7W-7y3M7wbE
"The information at this airport is ridiculous at Southwest ticket counter. Been here for 4 hrs and the info monitor says 'boarding' but there is no information on the flight. The attendants dont make announcements for delayed flights and expect you to wait in long lines to get basic and simple information. Bathrooms at airport in a Southwest terminal are horribly messy and dirty. Bad experience and with such lack of attention to guests is very unfortunate. This airport and the Southwest part of it needs training and a complete overhaul to their customer service and relations.  Very disappointed with the entire experience.
",ChIJ7-bxRDmr3oARawtVV_lGLtw
Just give us free WiFi without all the Boingo-Bullshit. The Amazon-sponsored 30 minute cap is a joke. Go to PDX to see how it's done. ,ChIJ7-bxRDmr3oARawtVV_lGLtw
"The company was over and hour late for our pickup at LAX... The office number, no one picks up. They told us he was 20 minutes away, which was a huge lie! Poor organization isn't enough to describe how unorganized they are! I will be calling them for a refund. Do not use Selam Transport, take your business else where.. Trust me.",ChIJ7-bxRDmr3oARawtVV_lGLtw
"Terrible airport. Literally the worst I've ever been too. Unorganized, and they somehow got the entire population of San Diego to all flood the airport full of people without providing adequate seating for twenty people. More people sitting on the floor than all of Japan. Garbage food options. A true living nightmare. The San Diego airport doesn't even deserve the one star I have to give it just to write this review.",ChIJ7-bxRDmr3oARawtVV_lGLtw
"Why are the terminals not connected?!  If you added one to the other you would think that you should have added a walk way to connect them.  Very glaring omission and shortsighted.  Good selection of restaurants however as always, you will pay higher than by eating out in town.  And like all other airport shopping, way overpriced (price gouging I thought was frowned upon in todays society), make sure you have everything.  Same exact earbuds I got somewhere else for 4.99 cost 16.99 there.  Maybe that will help pay for the new walk way between terminals.",ChIJ7-bxRDmr3oARawtVV_lGLtw
"Loved the style of The Cosmopolitan. We had an amzing suite with the best veiw. 
The only downside was the room's frig that was crammed full of mini bar beverages, and no space whatsoever for any of your own items. Removing the items will send charges to room regardless of whether you consumed them or not.

Great space, great service otherwise.",ChIJT__BBTHEyIARSHye841eD20
"Absolutely awful hotel. Dont get me wrong, it looks lovely but I cannot tell you how money grabbing a rude the staff are. I stayed there for my wedding and on the morning of my wedding we were at the buffet and they wouldnt put us on a table next to my friends who were already eating unless we agreed to pay a service charge because the party was bigger than 10! It was a buffet and we werent with the others! Thats just one of many times we were treated poorly. Ive been trying to get a ?1300 belt back for 3 months and each time i email i get someone new who then ignores me after i tell then my story! Disgusting!",ChIJT__BBTHEyIARSHye841eD20
